name,symbol,current_price_usd,market_cap,total_volume,price_change_24h,timestamputc
BNB,bnb,761.82,103879585943,2000245419,-2.53018,2026-02-04_07-40-51
XRP,xrp,1.6,97441395356,4117369022,-0.99088,2026-02-04_07-40-51
Bitcoin,btc,76092.0,1519242569175,74664941248,-3.52152,2026-02-04_08-35-23
Ethereum,eth,2269.94,273594889349,47601743230,-2.42292,2026-02-04_08-35-23
Tether,usdt,0.998723,185483754364,129266422381,-0.03867,2026-02-04_08-35-23
BNB,bnb,758.76,103375699703,1983808698,-2.67498,2026-02-04_08-35-23
XRP,xrp,1.6,97411534561,4181999071,-1.17809,2026-02-04_08-35-23
Bitcoin,btc,75926.0,1519022676898,74581253428,-2.85084,2026-02-04_09-38-56
Ethereum,eth,2251.88,272241812881,46912812334,-1.64147,2026-02-04_09-38-56
Tether,usdt,0.998579,185455730267,127534811869,-0.05103,2026-02-04_09-38-56
BNB,bnb,754.87,103078166652,1966903085,-2.24922,2026-02-04_09-38-56
XRP,xrp,1.6,97266257874,4074893805,-0.29813,2026-02-04_09-38-56
Bitcoin,btc,76067.0,1519561600600,73888574053,-2.98148,2026-02-04_10-34-28
Ethereum,eth,2256.68,272129720963,46774454450,-1.17181,2026-02-04_10-34-28
Tether,usdt,0.998592,185454790027,127645247510,-0.05193,2026-02-04_10-34-28
BNB,bnb,755.37,102967573414,1946395631,-1.71926,2026-02-04_10-34-28
XRP,xrp,1.6,97318926293,4057868430,-0.03151,2026-02-04_10-34-28
Bitcoin,btc,75775.0,1514683864344,75206372955,-2.94106,2026-02-04_11-30-08
Ethereum,eth,2238.63,270235191476,47781045410,-1.44956,2026-02-04_11-30-08
Tether,usdt,0.998651,185470985152,129202699589,-0.0437,2026-02-04_11-30-08
BNB,bnb,748.63,102090005226,1993836829,-2.47368,2026-02-04_11-30-08
XRP,xrp,1.59,96460273212,4129389188,-0.8533,2026-02-04_11-30-08
Bitcoin,btc,76056.0,1519780274256,74013513041,-2.91243,2026-02-04_12-49-37
Ethereum,eth,2238.47,270073530280,47186622343,-2.58739,2026-02-04_12-49-37
Tether,usdt,0.998586,185451108080,130402160330,-0.04704,2026-02-04_12-49-37
BNB,bnb,749.66,102147099201,2020730299,-3.097,2026-02-04_12-49-37
XRP,xrp,1.59,96734028731,4045875491,-1.08317,2026-02-04_12-49-37
Bitcoin,btc,74813.0,1499783062118,76592564332,-4.32463,2026-02-04_14-00-47
Ethereum,eth,2197.38,266412320318,48642536099,-4.73103,2026-02-04_14-00-47
Tether,usdt,0.99852,185445456772,132321598551,-0.04975,2026-02-04_14-00-47
BNB,bnb,740.06,101139737554,2063911536,-4.3815,2026-02-04_14-00-47
XRP,xrp,1.57,95562401113,4145524933,-2.52705,2026-02-04_14-00-47
Bitcoin,btc,73943.0,1481393899780,75733254087,-4.87051,2026-02-04_15-38-10
Ethereum,eth,2146.45,260248656928,48423082268,-6.27553,2026-02-04_15-38-10
Tether,usdt,0.998498,185446024559,134444536172,-0.07857,2026-02-04_15-38-10
BNB,bnb,729.15,99899685794,2256147918,-5.67523,2026-02-04_15-38-10
XRP,xrp,1.54,94163289736,4567610757,-3.88524,2026-02-04_15-38-10
Bitcoin,btc,73214.0,1466706008669,79035778705,-4.54096,2026-02-04_16-40-52
Ethereum,eth,2110.48,254913467569,51481154361,-6.33698,2026-02-04_16-40-52
Tether,usdt,0.99849,185440163658,135630260057,-0.06557,2026-02-04_16-40-52
BNB,bnb,728.19,99671211318,2377468404,-4.84582,2026-02-04_16-40-52
XRP,xrp,1.53,93140999810,4656093653,-3.60219,2026-02-04_16-40-52
Bitcoin,btc,72185.0,1446661100422,81242471159,-4.26301,2026-02-04_17-42-14
Ethereum,eth,2095.74,254500988513,52057681011,-5.52566,2026-02-04_17-42-14
Tether,usdt,0.998033,185356952606,138382328777,-0.10021,2026-02-04_17-42-14
BNB,bnb,715.23,98132205073,2491439394,-5.04273,2026-02-04_17-42-14
XRP,xrp,1.51,92118044326,4534412173,-3.7686,2026-02-04_17-42-14
Bitcoin,btc,73817.0,1475069553055,77913440725,0.32641,2026-02-04_18-42-09
Ethereum,eth,2162.88,259823655077,51581516194,1.16261,2026-02-04_18-42-09
Tether,usdt,0.998129,185373636744,135254876132,-0.09045,2026-02-04_18-42-09
BNB,bnb,717.8,97469506259,2561944817,-3.47763,2026-02-04_18-42-09
XRP,xrp,1.54,92992793220,4768133431,-7e-05,2026-02-04_18-42-09
Bitcoin,btc,73257.0,1458952580968,74120524902,-2.12743,2026-02-04_19-36-16
Ethereum,eth,2142.18,257416456607,49604261437,-2.76245,2026-02-04_19-36-16
Tether,usdt,0.998081,185358818870,129277933010,-0.09087,2026-02-04_19-36-16
BNB,bnb,710.85,96699528120,2499217835,-6.10738,2026-02-04_19-36-16
XRP,xrp,1.53,92910536541,4156394259,-3.2617,2026-02-04_19-36-16
Bitcoin,btc,73518.0,1470366525742,73173491220,-2.64556,2026-02-04_20-29-10
Ethereum,eth,2165.32,261683835324,48392099211,-2.98873,2026-02-04_20-29-10
Tether,usdt,0.998142,185379699324,128509823984,-0.07181,2026-02-04_20-29-10
BNB,bnb,712.51,97229571053,2489803563,-6.23997,2026-02-04_20-29-10
XRP,xrp,1.54,93696964867,4117739955,-2.58134,2026-02-04_20-29-10
Bitcoin,btc,73011.0,1460298845268,71155463674,-4.53958,2026-02-04_21-28-36
Ethereum,eth,2138.17,258620686047,45053195423,-7.17015,2026-02-04_21-28-36
Tether,usdt,0.997957,185337548474,123163974127,-0.08239,2026-02-04_21-28-36
BNB,bnb,705.49,96217298806,2389651159,-8.1185,2026-02-04_21-28-36
XRP,xrp,1.52,92404830221,3843552369,-6.10507,2026-02-04_21-28-36
Bitcoin,btc,72578.0,1447838346744,72519860970,-4.12876,2026-02-04_22-22-10
Ethereum,eth,2122.02,255744820130,42286480533,-6.2861,2026-02-04_22-22-10
Tether,usdt,0.997796,185315622153,124808879211,-0.08557,2026-02-04_22-22-10
BNB,bnb,691.83,94132890791,2522541286,-8.8368,2026-02-04_22-22-10
XRP,xrp,1.51,91900246877,4340663880,-5.00377,2026-02-04_22-22-10
Bitcoin,btc,72879.0,1456888787281,73396004954,-3.81792,2026-02-04_23-22-53
Ethereum,eth,2138.45,258374472436,44740767837,-4.03215,2026-02-04_23-22-53
Tether,usdt,0.99798,185351863451,126080701552,-0.0761,2026-02-04_23-22-53
BNB,bnb,696.14,94752978304,2365620950,-7.99352,2026-02-04_23-22-53
XRP,xrp,1.51,92042828241,4425914576,-4.26669,2026-02-04_23-22-53
Bitcoin,btc,72354.0,1448221341109,75045925123,-5.56569,2026-02-05_01-44-19
Ethereum,eth,2145.38,258691374661,40639562682,-5.7295,2026-02-05_01-44-19
Tether,usdt,0.997724,185326760293,127871786502,-0.09779,2026-02-05_01-44-19
BNB,bnb,696.89,94937765636,2721144258,-8.42893,2026-02-05_01-44-19
XRP,xrp,1.48,90054197304,4724996660,-7.3176,2026-02-05_01-44-19
Bitcoin,btc,70726.0,1412933193633,81125421434,-7.60207,2026-02-05_04-10-47
Ethereum,eth,2088.17,253233549712,46923417476,-8.3372,2026-02-05_04-10-47
Tether,usdt,0.99816,185394507040,135556852670,-0.05925,2026-02-05_04-10-47
BNB,bnb,689.3,94280216789,2879485566,-9.34279,2026-02-05_04-10-47
XRP,xrp,1.44,87781086799,4571216365,-9.92178,2026-02-05_04-10-47
Bitcoin,btc,70641.0,1410457740545,88132616590,-7.26128,2026-02-05_05-52-43
Ethereum,eth,2097.96,252653321225,49658218271,-7.24589,2026-02-05_05-52-43
Tether,usdt,0.997881,185325335621,145840838391,-0.08596,2026-02-05_05-52-43
BNB,bnb,693.22,94393347705,2783871202,-8.27436,2026-02-05_05-52-43
XRP,xrp,1.45,88064558353,5508842969,-8.96888,2026-02-05_05-52-43
Bitcoin,btc,70668.0,1410521226999,89757844807,-7.69557,2026-02-05_06-52-38
Ethereum,eth,2080.41,250894458459,50819695027,-8.53492,2026-02-05_06-52-38
Tether,usdt,0.998033,185351037499,148837274346,-0.06777,2026-02-05_06-52-38
BNB,bnb,689.41,93958469700,3116418401,-9.50085,2026-02-05_06-52-38
XRP,xrp,1.42,86714736020,5668093824,-11.07011,2026-02-05_06-52-38
Bitcoin,btc,70976.0,1417599843890,90233275344,-7.17645,2026-02-05_07-46-54
Ethereum,eth,2098.85,253307076875,53111989674,-8.16453,2026-02-05_07-46-54
Tether,usdt,0.997868,185349576204,149215570689,-0.08435,2026-02-05_07-46-54
BNB,bnb,695.43,94828468654,3174957971,-8.97873,2026-02-05_07-46-54
XRP,xrp,1.44,87744953365,5806739445,-10.17085,2026-02-05_07-46-54
Bitcoin,btc,71225.0,1424998068416,89177603919,-6.43136,2026-02-05_08-37-08
Ethereum,eth,2110.94,254909137523,52303464554,-7.04893,2026-02-05_08-37-08
Tether,usdt,0.997967,185338062660,151544323218,-0.07784,2026-02-05_08-37-08
BNB,bnb,694.7,94747461046,3080302772,-8.47331,2026-02-05_08-37-08
XRP,xrp,1.44,87369104802,5862624445,-10.35936,2026-02-05_08-37-08
Bitcoin,btc,71456.0,1427858101835,93495962381,-5.87536,2026-02-05_09-39-22
Ethereum,eth,2129.71,257196623013,53570952963,-5.58175,2026-02-05_09-39-22
Tether,usdt,0.998179,185381393938,153817121276,-0.03911,2026-02-05_09-39-22
BNB,bnb,696.29,94911337762,3237265446,-7.8802,2026-02-05_09-39-22
XRP,xrp,1.42,86719648875,5932078901,-10.94566,2026-02-05_09-39-22
Bitcoin,btc,71443.0,1429864417757,94384505292,-6.15684,2026-02-05_10-36-16
Ethereum,eth,2130.06,257097100674,53754423633,-5.67492,2026-02-05_10-36-16
Tether,usdt,0.998149,185374391994,155455860932,-0.04592,2026-02-05_10-36-16
BNB,bnb,696.89,95037487375,3248161755,-7.77091,2026-02-05_10-36-16
XRP,xrp,1.4,85659459787,6119557503,-12.3158,2026-02-05_10-36-16
Bitcoin,btc,69918.0,1398830647106,98360849953,-7.71003,2026-02-05_11-32-19
Ethereum,eth,2066.48,249287855736,54135784987,-7.63553,2026-02-05_11-32-19
Tether,usdt,0.998348,185396423292,157586898610,-0.02843,2026-02-05_11-32-19
BNB,bnb,677.11,92332239822,3338605990,-9.54481,2026-02-05_11-32-19
XRP,xrp,1.35,82100640808,6481940495,-15.01437,2026-02-05_11-32-19
Bitcoin,btc,69463.0,1385821600994,100960323122,-8.65839,2026-02-05_12-52-36
Ethereum,eth,2061.98,248424708463,56189842872,-7.80468,2026-02-05_12-52-36
Tether,usdt,0.998357,185402181065,161636283210,-0.02306,2026-02-05_12-52-36
BNB,bnb,677.05,92124585293,3481068024,-9.66147,2026-02-05_12-52-36
XRP,xrp,1.36,82950137827,7011398443,-14.23067,2026-02-05_12-52-36
Bitcoin,btc,69777.0,1390626128020,101702476832,-6.85326,2026-02-05_14-03-18
Ethereum,eth,2064.23,248098946731,56294334400,-5.9736,2026-02-05_14-03-18
Tether,usdt,0.998158,185372805286,163691325913,-0.03324,2026-02-05_14-03-18
BNB,bnb,675.45,91875826455,3511951551,-8.7137,2026-02-05_14-03-18
XRP,xrp,1.35,82376008723,7243848436,-13.57405,2026-02-05_14-03-18
Bitcoin,btc,66905.0,1336002081573,108419371143,-9.5466,2026-02-05_15-37-29
Ethereum,eth,1936.79,233654439051,53844185083,-9.86855,2026-02-05_15-37-29
Tether,usdt,0.997988,185355975592,172153365279,-0.05295,2026-02-05_15-37-29
BNB,bnb,649.02,88508453758,3562475271,-11.0197,2026-02-05_15-37-29
XRP,xrp,1.29,78609172383,7684627099,-16.76305,2026-02-05_15-37-29
Bitcoin,btc,67978.0,1357891285492,114247604800,-7.05805,2026-02-05_16-41-29
Ethereum,eth,1984.02,239204744187,58171114728,-6.27841,2026-02-05_16-41-29
Tether,usdt,0.998065,185365329063,180249414109,-0.04718,2026-02-05_16-41-29
BNB,bnb,666.06,90895095205,3302614679,-8.78419,2026-02-05_16-41-29
XRP,xrp,1.29,78845909838,8316705958,-15.62031,2026-02-05_16-41-29
Bitcoin,btc,66870.0,1338616454263,115036255735,-7.36302,2026-02-05_17-43-54
Ethereum,eth,1966.93,237704559352,57426471267,-6.28606,2026-02-05_17-43-54
Tether,usdt,0.998215,185387206554,180136986297,0.01067,2026-02-05_17-43-54
BNB,bnb,659.04,89814384029,3598903115,-7.84347,2026-02-05_17-43-54
XRP,xrp,1.27,77356131715,8858434035,-16.14063,2026-02-05_17-43-54
Bitcoin,btc,65543.0,1309579957589,115813730264,-11.20872,2026-02-05_18-42-18
Ethereum,eth,1929.25,232783260188,54826167583,-10.33248,2026-02-05_18-42-18
Tether,usdt,0.997949,185334422800,179106159688,-0.01475,2026-02-05_18-42-18
BNB,bnb,638.11,86968301513,3489756362,-11.01295,2026-02-05_18-42-18
XRP,xrp,1.22,74413616534,8939240147,-20.43145,2026-02-05_18-42-18
Bitcoin,btc,65691.0,1312057025099,118761089268,-10.21065,2026-02-05_19-35-01
Ethereum,eth,1932.98,233709133785,55841355741,-9.5872,2026-02-05_19-35-01
Tether,usdt,0.998014,185338546198,181573835895,-0.00729,2026-02-05_19-35-01
BNB,bnb,645.07,88004629619,3552361808,-9.13675,2026-02-05_19-35-01
XRP,xrp,1.23,75191250467,9248808935,-19.37043,2026-02-05_19-35-01
Bitcoin,btc,63940.0,1271068930598,119419176878,-12.96237,2026-02-05_20-29-39
Ethereum,eth,1871.39,225898821912,55975385429,-13.60234,2026-02-05_20-29-39
Tether,usdt,0.997944,185302230311,187757069348,-0.02195,2026-02-05_20-29-39
BNB,bnb,622.7,84543856739,3592750755,-12.54037,2026-02-05_20-29-39
XRP,xrp,1.17,70889040373,9492875858,-24.22876,2026-02-05_20-29-39
Bitcoin,btc,63541.0,1259757538851,127912685175,-13.01978,2026-02-05_21-24-42
Ethereum,eth,1870.95,225818369837,48738037135,-12.67997,2026-02-05_21-24-42
Tether,usdt,0.998142,185339121187,203097736470,0.01769,2026-02-05_21-24-42
BNB,bnb,612.74,83290869006,4090705601,-13.16721,2026-02-05_21-24-42
XRP,xrp,1.17,71017637042,10494289823,-23.07179,2026-02-05_21-24-42
Bitcoin,btc,62722.0,1262210197857,136961556989,-13.53216,2026-02-05_22-22-45
Ethereum,eth,1825.86,223052422485,56341930747,-15.08993,2026-02-05_22-22-45
Tether,usdt,0.997946,185325564797,207156259263,0.01527,2026-02-05_22-22-45
BNB,bnb,603.52,83621903251,3671249359,-12.65847,2026-02-05_22-22-45
XRP,xrp,1.16,71183121376,10887983005,-23.20367,2026-02-05_22-22-45
Bitcoin,btc,64508.0,1287194685660,141074115698,-11.20998,2026-02-05_23-19-35
Ethereum,eth,1893.72,227928881239,61038186106,-10.99492,2026-02-05_23-19-35
Tether,usdt,0.998213,185419116318,213046439503,0.0238,2026-02-05_23-19-35
BNB,bnb,621.99,84859388939,3448169164,-10.14852,2026-02-05_23-19-35
XRP,xrp,1.25,75842411153,11802696010,-16.73852,2026-02-05_23-19-35
Bitcoin,btc,64358.0,1284282432275,160587851112,-11.48217,2026-02-06_01-43-59
Ethereum,eth,1907.89,230049490708,72080575703,-11.50588,2026-02-06_01-43-59
Tether,usdt,0.998719,185476763901,243911688806,0.08285,2026-02-06_01-43-59
BNB,bnb,623.43,84891500049,4905141287,-10.79724,2026-02-06_01-43-59
XRP,xrp,1.25,75968350365,13780474812,-15.76964,2026-02-06_01-43-59
Bitcoin,btc,64211.0,1286162397482,161199101739,-9.26208,2026-02-06_04-11-07
Ethereum,eth,1889.1,228614904705,71049094815,-9.67662,2026-02-06_04-11-07
Tether,usdt,0.998884,185510210999,246164388882,0.0767,2026-02-06_04-11-07
BNB,bnb,616.16,84117427905,4915569707,-10.7269,2026-02-06_04-11-07
XRP,xrp,1.27,77374678282,13704319778,-12.11983,2026-02-06_04-11-07
Bitcoin,btc,65820.0,1314288558897,160892565229,-6.71304,2026-02-06_05-50-46
Ethereum,eth,1936.09,233378676699,71342830355,-7.54921,2026-02-06_05-50-46
Tether,usdt,0.99888,185516107971,245004892895,0.09811,2026-02-06_05-50-46
BNB,bnb,634.32,86490958937,4978724779,-8.39485,2026-02-06_05-50-46
XRP,xrp,1.31,79663589017,12891613843,-9.59405,2026-02-06_05-50-46
Bitcoin,btc,65069.0,1300349731252,161632282039,-7.82915,2026-02-06_06-47-41
Ethereum,eth,1917.65,231555998129,71089763186,-7.74649,2026-02-06_06-47-41
Tether,usdt,0.99884,185500141626,246940273204,0.07971,2026-02-06_06-47-41
BNB,bnb,628.56,85984289924,5012145602,-8.7717,2026-02-06_06-47-41
XRP,xrp,1.31,79698148165,12584410009,-8.08613,2026-02-06_06-47-41
Bitcoin,btc,65249.0,1304358551663,162758788896,-8.11193,2026-02-06_07-43-17
Ethereum,eth,1906.82,230372518943,72408396528,-9.42744,2026-02-06_07-43-17
Tether,usdt,0.998823,185497485839,249169366601,0.09586,2026-02-06_07-43-17
BNB,bnb,625.52,85315424425,4989167576,-10.14969,2026-02-06_07-43-17
XRP,xrp,1.3,79467920014,12535315224,-9.63553,2026-02-06_07-43-17
Bitcoin,btc,64512.0,1290221648025,163444064295,-9.41231,2026-02-06_08-36-20
Ethereum,eth,1871.06,225903834336,73548989661,-11.36332,2026-02-06_08-36-20
Tether,usdt,0.998852,185503349299,250812650489,0.08863,2026-02-06_08-36-20
BNB,bnb,618.55,84342298005,5007857088,-10.98002,2026-02-06_08-36-20
XRP,xrp,1.29,78703454916,14806231439,-10.08066,2026-02-06_08-36-20
Bitcoin,btc,65886.0,1315639031465,165245408875,-7.8142,2026-02-06_09-38-03
Ethereum,eth,1911.67,230593844774,75158113697,-10.29203,2026-02-06_09-38-03
Tether,usdt,0.998758,185486802371,254775205783,0.05811,2026-02-06_09-38-03
BNB,bnb,627.09,85366697303,5087629649,-9.91168,2026-02-06_09-38-03
XRP,xrp,1.32,80515478039,15142647864,-7.22965,2026-02-06_09-38-03
Bitcoin,btc,66001.0,1318179577185,165825215811,-7.78839,2026-02-06_10-34-55
Ethereum,eth,1927.1,232322963652,76348033170,-9.71103,2026-02-06_10-34-55
Tether,usdt,0.99879,185490837921,257662360414,0.06334,2026-02-06_10-34-55
BNB,bnb,633.52,86283219025,5155421995,-9.15236,2026-02-06_10-34-55
XRP,xrp,1.37,82931838494,15543529696,-2.81036,2026-02-06_10-34-55
Bitcoin,btc,65937.0,1317705994976,162849604270,-5.89674,2026-02-06_11-30-21
Ethereum,eth,1924.06,232251019177,76195941313,-6.82615,2026-02-06_11-30-21
Tether,usdt,0.998679,185469718128,255189697873,0.0414,2026-02-06_11-30-21
BNB,bnb,633.96,86444593813,4967873968,-6.57639,2026-02-06_11-30-21
XRP,xrp,1.36,82550365104,13430919199,0.55698,2026-02-06_11-30-21
Bitcoin,btc,66305.0,1325234215309,160810716785,-4.38272,2026-02-06_12-49-46
Ethereum,eth,1920.49,231803824627,74011772742,-6.69571,2026-02-06_12-49-46
Tether,usdt,0.998762,185486291687,250666549152,0.04531,2026-02-06_12-49-46
BNB,bnb,635.4,86652839919,4900756736,-5.89268,2026-02-06_12-49-46
XRP,xrp,1.37,83733601843,12925586923,0.87045,2026-02-06_12-49-46
Bitcoin,btc,67361.0,1346412321147,163016128562,-3.16278,2026-02-06_13-59-18
Ethereum,eth,1952.07,235676530948,76170803811,-4.96453,2026-02-06_13-59-18
Tether,usdt,0.9991,185547482322,254447975613,0.09214,2026-02-06_13-59-18
BNB,bnb,644.66,87921559496,4712877656,-4.33453,2026-02-06_13-59-18
XRP,xrp,1.43,87326722105,16146168458,5.95491,2026-02-06_13-59-18
Bitcoin,btc,68003.0,1357544209024,164621427638,-3.36841,2026-02-06_14-45-41
Ethereum,eth,1975.56,238145412461,75949559633,-5.57721,2026-02-06_14-45-41
Tether,usdt,0.999216,185590987660,256944328395,0.06796,2026-02-06_14-45-41
BNB,bnb,648.25,88215774690,4928542287,-5.00489,2026-02-06_14-45-41
XRP,xrp,1.45,87959878046,16482942934,5.35516,2026-02-06_14-45-41
Bitcoin,btc,68149.0,1361356061380,158906999010,1.9646,2026-02-06_15-35-47
Ethereum,eth,1973.11,237948499688,73879875723,1.97268,2026-02-06_15-35-47
Tether,usdt,0.999547,185631585859,249520693988,0.15246,2026-02-06_15-35-47
XRP,xrp,1.49,90421236292,16661054018,15.72382,2026-02-06_15-35-47
BNB,bnb,648.37,88349586707,4806317651,-0.10904,2026-02-06_15-35-47
Bitcoin,btc,69644.0,1391263528992,157435822016,2.34016,2026-02-06_16-39-07
Ethereum,eth,2034.87,245425661596,73793919929,2.50759,2026-02-06_16-39-07
Tether,usdt,0.999682,185654268535,248279014711,0.16857,2026-02-06_16-39-07
XRP,xrp,1.52,92589500871,16889133963,17.22068,2026-02-06_16-39-07
BNB,bnb,660.45,90011980438,4707989729,-0.92571,2026-02-06_16-39-07
Bitcoin,btc,70835.0,1425816719779,159972819244,6.19014,2026-02-06_17-38-17
Ethereum,eth,2067.17,251508066183,75434172807,5.78706,2026-02-06_17-38-17
Tether,usdt,0.999732,185666752768,250079207803,0.16541,2026-02-06_17-38-17
XRP,xrp,1.51,92038701889,16504145672,18.74497,2026-02-06_17-38-17
BNB,bnb,664.13,91154763040,4832033017,0.86525,2026-02-06_17-38-17
Bitcoin,btc,70172.0,1400085091840,156907539084,6.93496,2026-02-06_18-42-18
Ethereum,eth,2057.23,247957802674,69124489938,6.76666,2026-02-06_18-42-18
Tether,usdt,0.999456,185600817868,248555798987,0.15111,2026-02-06_18-42-18
XRP,xrp,1.47,89400521404,16204038463,20.02613,2026-02-06_18-42-18
BNB,bnb,656.28,89314184356,4200139936,3.00238,2026-02-06_18-42-18
Bitcoin,btc,70321.0,1402457999425,155290674626,7.10131,2026-02-06_19-35-14
Ethereum,eth,2051.68,247470096731,73725222679,6.23259,2026-02-06_19-35-14
Tether,usdt,0.999052,185544856517,245833561187,0.10636,2026-02-06_19-35-14
BNB,bnb,656.37,89454466926,4627129301,1.59458,2026-02-06_19-35-14
XRP,xrp,1.45,88313959935,15913837923,17.90652,2026-02-06_19-35-14
Bitcoin,btc,70484.0,1409403851110,147846023269,10.24811,2026-02-06_20-28-43
Ethereum,eth,2050.46,247471112201,71115288793,9.46732,2026-02-06_20-28-43
Tether,usdt,0.999283,185585408291,236885103687,0.12472,2026-02-06_20-28-43
BNB,bnb,658.63,89743868771,4428756500,5.61405,2026-02-06_20-28-43
XRP,xrp,1.45,88062877350,13059745803,24.26353,2026-02-06_20-28-43
Bitcoin,btc,70305.0,1403389240725,138064007810,10.41559,2026-02-06_21-26-32
Ethereum,eth,2054.73,247899435321,67506130103,9.62172,2026-02-06_21-26-32
Tether,usdt,0.999434,185605139670,223492148976,0.13068,2026-02-06_21-26-32
BNB,bnb,660.27,89942970425,3276359622,7.96401,2026-02-06_21-26-32
XRP,xrp,1.46,88602313576,14422489229,24.63974,2026-02-06_21-26-32
Bitcoin,btc,70473.0,1410404675162,133978051039,12.23413,2026-02-06_22-18-24
Ethereum,eth,2054.22,249022365747,66425532624,12.31519,2026-02-06_22-18-24
Tether,usdt,0.999263,185583221366,217740839555,0.13207,2026-02-06_22-18-24
BNB,bnb,661.89,90408953236,3791417935,9.43616,2026-02-06_22-18-24
XRP,xrp,1.46,88903372765,11946646891,25.7384,2026-02-06_22-18-24
Bitcoin,btc,70746.0,1413902597697,131324227189,10.47272,2026-02-06_23-21-21
Ethereum,eth,2057.26,248116074160,67005697535,9.92419,2026-02-06_23-21-21
Tether,usdt,0.999305,185594023598,213897535943,0.09551,2026-02-06_23-21-21
XRP,xrp,1.48,90048539803,13471662630,18.82952,2026-02-06_23-21-21
BNB,bnb,660.77,90004143421,3692410243,6.8583,2026-02-06_23-21-21
